Product Name,Region,Sales,Profit,Discount,Category,Order Date
Staples in misc. colors,East,38.82,17.469,0.0,Office Supplies,12/18/2017
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,East,1141.938,139.5702,0.1,Furniture,12/18/2017
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,East,1704.56,511.368,0.0,Office Supplies,12/18/2017
Sanford Pocket Accent Highlighters,East,3.2,1.376,0.0,Office Supplies,12/18/2017
Mitel MiVoice 5330e IP Phone,Central,1099.96,285.9896,0.0,Technology,7/4/2015
Newell 337,East,5.248,0.590399999999999,0.2,Office Supplies,3/10/2017
Cisco SPA525G2 IP Phone - Wireless,East,35.91,-8.379,0.4,Technology,3/10/2017
Westinghouse Clip-On Gooseneck Lamps,East,6.696,0.5022,0.2,Furniture,3/10/2017
Howard Miller Distant Time Traveler Alarm Clock,East,43.872,11.5164,0.2,Furniture,3/10/2017
GBC Linen Binding Covers,South,27.882,-20.4468,0.7,Office Supplies,12/24/2016
Tennsco Double-Tier Lockers,South,540.048,-47.2542,0.2,Office Supplies,12/24/2016
Microsoft Sculpt Comfort Mouse,South,255.68,76.704,0.2,Technology,12/24/2016
Wilson SignalBoost 841262 DB PRO Amplifier Kit,South,863.88,107.985,0.2,Technology,10/23/2017
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",South,17.616,-14.0928,0.7,Office Supplies,10/28/2016
Wilson Jones Active Use Binders,East,17.472,6.3336,0.2,Office Supplies,7/7/2017
Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,69.9,18.873,0.0,Technology,10/1/2016
Westinghouse Clip-On Gooseneck Lamps,Central,41.85,10.881,0.0,Furniture,10/1/2016
Pencil and Crayon Sharpener,West,6.57,1.7739,0.0,Office Supplies,9/2/2017
Letter Size Cart,West,142.86,41.4294,0.0,Office Supplies,12/24/2014
"Global Value Mid-Back Manager's Chair, Gray",West,292.272,18.267,0.2,Furniture,12/24/2014
Aluminum Document Frame,West,29.328,3.666,0.2,Furniture,9/23/2017
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",South,12.48,5.616,0.0,Office Supplies,6/4/2017
Fellowes Bankers Box Stor/Drawer Steel Plus,Central,102.336,-12.792,0.2,Office Supplies,4/21/2016
Kensington 4 Outlet MasterPiece Compact Power Control Center,Central,48.792,-126.8592,0.8,Office Supplies,4/21/2016
"Performers Binder/Pad Holder, Black",Central,44.848,-67.272,0.8,Office Supplies,4/21/2016
Xerox 212,Central,10.368,3.6288,0.2,Office Supplies,5/26/2016
Office Star Flex Back Scooter Chair with White Frame,Central,388.43,-88.784,0.3,Furniture,5/26/2016
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Central,14.352,5.2026,0.2,Office Supplies,5/26/2016
Logitech G13 Programmable Gameboard with LCD Display,Central,63.992,-7.1991,0.2,Technology,5/26/2016
Panasonic KP-380BK Classic Electric Pencil Sharpener,Central,86.352,5.39699999999999,0.2,Office Supplies,5/2/2016
Memorex Froggy Flash Drive 4 GB,South,32.97,12.8583,0.0,Technology,9/8/2014
"Maxell 74 Minute CD-R Spindle, 50/Pack",South,83.88,30.1968,0.0,Technology,9/8/2014
Geemarc AmpliPOWER60,Central,278.4,80.736,0.0,Technology,9/5/2016
Avery 48,South,15.12,4.914,0.2,Office Supplies,4/9/2017
Avery Arch Ring Binders,South,17.43,-13.363,0.7,Office Supplies,4/9/2017
Xerox 1915,South,251.64,88.074,0.2,Office Supplies,4/9/2017
Avery Reinforcements for Hole-Punch Pages,Central,2.772,-4.851,0.8,Office Supplies,12/6/2015
Woodgrain Magazine Files by Perma,East,14.9,1.043,0.0,Office Supplies,6/26/2016
Colorific Watercolor Pencils,East,15.48,4.4892,0.0,Office Supplies,7/4/2015
Luxo Economy Swing Arm Lamp,East,39.88,11.1664,0.0,Furniture,11/22/2016
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,12.192,4.1148,0.2,Office Supplies,11/22/2016
BIC Liqua Brite Liner,East,20.82,7.4952,0.0,Office Supplies,11/22/2016
"ACCOHIDE 3-Ring Binder, Blue, 1""",West,13.216,4.4604,0.2,Office Supplies,11/10/2016
Xerox 1996,West,32.4,15.552,0.0,Office Supplies,11/10/2016
Fiskars Softgrip Scissors,West,32.94,9.2232,0.0,Office Supplies,8/27/2015
Xerox 1973,West,114.2,52.532,0.0,Office Supplies,8/27/2015
Avery 511,West,3.08,1.4784,0.0,Office Supplies,8/27/2015
Kensington 4 Outlet MasterPiece Compact Power Control Center,West,845.728,84.5727999999999,0.2,Office Supplies,5/25/2015
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,13.904,4.5188,0.2,Office Supplies,12/30/2017
GBC Binding covers,West,20.72,6.475,0.2,Office Supplies,12/30/2017
Motorola HK250 Universal Bluetooth Headset,Central,114.95,2.29900000000001,0.0,Technology,12/8/2016
"Tenex Personal Project File with Scoop Front Design, Black",West,26.96,7.0096,0.0,Office Supplies,10/4/2015
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",South,572.76,166.1004,0.0,Furniture,12/23/2016
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",South,286.38,83.0502,0.0,Furniture,12/23/2016
Sauder Cornerstone Collection Library,South,61.96,4.3372,0.0,Furniture,9/19/2015
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",South,23.99,5.5177,0.0,Furniture,7/3/2017
Pyle PMP37LED,South,287.97,77.7519,0.0,Technology,7/3/2017
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Central,419.944,52.493,0.2,Technology,7/14/2016
Xerox 1898,West,46.76,22.4448,0.0,Office Supplies,6/20/2016
GBC Plastic Binding Combs,West,17.712,6.4206,0.2,Office Supplies,6/20/2016
Belkin 6 Outlet Metallic Surge Strip,West,21.78,5.6628,0.0,Office Supplies,6/20/2016
Fellowes Bankers Box Recycled Super Stor/Drawer,West,161.94,9.71639999999999,0.0,Office Supplies,6/20/2016
Hon Valutask Swivel Chairs,West,161.568,-8.0784,0.2,Furniture,6/20/2016
Avery 517,East,3.69,1.7343,0.0,Office Supplies,12/9/2016
Avery 477,East,122.12,56.1752,0.0,Office Supplies,12/9/2016
Office Star - Contemporary Task Swivel Chair,East,155.372,-13.3176,0.3,Furniture,9/24/2016
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",West,38.88,18.6624,0.0,Office Supplies,12/18/2016
"Seth Thomas 12"" Clock w/ Goldtone Case",West,183.84,62.5056,0.0,Furniture,12/18/2016
Premier Electric Letter Opener,West,579.3,28.965,0.0,Office Supplies,12/18/2016
Memorex Froggy Flash Drive 8 GB,East,14.2,3.3725,0.2,Technology,12/10/2017
Wilson SignalBoost 841262 DB PRO Amplifier Kit,South,575.92,71.99,0.2,Technology,7/1/2014
Avery Durable Binders,South,5.184,-3.6288,0.7,Office Supplies,7/1/2014
Fellowes Black Plastic Comb Bindings,East,5.229,-4.1832,0.7,Office Supplies,2/3/2017
"Hot File 7-Pocket, Floor Stand",East,285.552,35.694,0.2,Office Supplies,2/3/2017
Acco 6 Outlet Guardian Premium Surge Suppressor,South,72.8,19.656,0.0,Office Supplies,3/3/2017
Avoid Verbal Orders Carbonless Minifold Book,South,10.816,3.5152,0.2,Office Supplies,10/9/2017
"Decoflex Hanging Personal Folder File, Blue",East,46.26,12.4902,0.0,Office Supplies,9/28/2014
Fellowes Presentation Covers for Comb Binding Machines,Central,17.46,-30.555,0.8,Office Supplies,5/27/2014
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",East,51.072,5.1072,0.2,Furniture,6/14/2015
Xerox 188,East,11.34,5.5566,0.0,Office Supplies,3/30/2016
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,West,87.92,26.376,0.0,Office Supplies,10/15/2017
"Eldon Image Series Desk Accessories, Ebony",West,37.05,16.302,0.0,Furniture,5/23/2016
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,East,2.97,-0.6435,0.4,Technology,6/2/2017
Advantus Rolling Storage Box,East,27.44,2.401,0.2,Office Supplies,6/2/2017
Wilson Jones Easy Flow II Sheet Lifters,Central,1.08,-1.728,0.8,Office Supplies,2/16/2014
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Central,7.96,-13.93,0.8,Office Supplies,2/16/2014
Wilson Jones Legal Size Ring Binders,West,140.736,52.776,0.2,Office Supplies,5/6/2014
"SAFCO Commercial Wire Shelving, Black",East,552.56,0.0,0.0,Office Supplies,5/16/2016
Westinghouse Clip-On Gooseneck Lamps,West,25.11,6.5286,0.0,Furniture,4/2/2017
Tensor Computer Mounted Lamp,East,29.78,8.0406,0.0,Furniture,3/31/2017
Polycom SoundPoint IP 450 VoIP phone,East,677.58,176.1708,0.0,Technology,3/31/2017
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",East,75.04,36.0192,0.0,Office Supplies,3/31/2017
Cisco CP-7937G Unified IP Conference Station Phone,South,695.7,-27.828,0.5,Technology,1/2/2017
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",South,15.66,-12.528,0.7,Office Supplies,1/2/2017
Avery Recycled Flexi-View Covers for Binding Systems,South,28.854,-21.1596,0.7,Office Supplies,1/2/2017
Boston 16701 Slimline Battery Pencil Sharpener,East,47.82,14.346,0.0,Office Supplies,5/28/2015
Avery 494,East,13.05,6.003,0.0,Office Supplies,5/28/2015
Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,93.78,36.5742,0.0,Office Supplies,3/17/2014
"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Central,47.18,23.59,0.0,Office Supplies,3/17/2014
Newell 35,Central,19.68,5.7072,0.0,Office Supplies,3/17/2014
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,53.4,25.098,0.0,Office Supplies,3/17/2014
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,35.88,17.2224,0.0,Office Supplies,3/17/2014
"Global High-Back Leather Tilter, Burgundy",Central,258.279,-70.1043,0.3,Furniture,10/3/2014
Hanging Personal Folder File,South,31.4,7.85,0.0,Office Supplies,3/28/2016
Motorola L804,West,183.96,20.6955,0.2,Technology,5/4/2017
Things To Do Today Pad,West,17.61,8.4528,0.0,Office Supplies,5/4/2017
Bretford Rectangular Conference Table Tops,West,300.904,11.2839,0.2,Furniture,5/4/2017
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Central,220.776,-44.1552,0.2,Office Supplies,7/5/2014
Fellowes Bankers Box Stor/Drawer Steel Plus,Central,281.424,-35.178,0.2,Office Supplies,7/5/2014
Xerox 1909,South,79.14,36.4044,0.0,Office Supplies,5/5/2016
"DAX Value U-Channel Document Frames, Easel Back",Central,1.988,-1.4413,0.6,Furniture,4/26/2017
"Leather Task Chair, Black",West,145.568,0.0,0.2,Furniture,9/26/2014
Boston 16801 Nautilus Battery Pencil Sharpener,East,123.256,9.2442,0.2,Office Supplies,10/19/2017
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",East,23.68,7.4,0.2,Office Supplies,10/19/2017
Digium D40 VoIP phone,East,309.576,-56.7556,0.4,Technology,10/19/2017
Cardinal EasyOpen D-Ring Binders,West,38.388,-25.592,0.7,Office Supplies,11/10/2017
DYMO CardScan Personal V9 Business Card Scanner,West,95.994,-63.996,0.7,Technology,11/10/2017
Case Logic 2.4GHz Wireless Keyboard,West,239.952,-35.9928,0.2,Technology,11/10/2017
Adtran 1202752G1,West,201.584,15.1188,0.2,Technology,11/10/2017
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,West,899.136,-146.1096,0.2,Furniture,11/10/2017
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",West,145.9,62.737,0.0,Furniture,7/8/2017
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",West,590.058,-786.744,0.7,Furniture,12/24/2015
"Dixon My First Ticonderoga Pencil, #2",West,14.04,1.5795,0.2,Office Supplies,12/24/2015
Logitech Desktop MK120 Mouse and keyboard Combo,East,49.08,4.908,0.0,Technology,3/7/2017
Avery 490,West,29.6,14.8,0.0,Office Supplies,4/1/2014
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",West,17.088,5.5536,0.2,Office Supplies,4/1/2014
"Lesro Round Back Collection Coffee Table, End Table",West,912.75,118.6575,0.0,Furniture,9/14/2015
Hoover WindTunnel Plus Canister Vacuum,West,1089.75,305.13,0.0,Office Supplies,8/4/2014
Xerox 1934,West,447.84,219.4416,0.0,Office Supplies,8/4/2014
Newell 329,West,16.4,4.264,0.0,Office Supplies,8/4/2014
Panasonic KX T7731-B Digital phone,West,399.96,34.9965,0.2,Technology,8/4/2014
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,158.9,7.94499999999999,0.0,Office Supplies,8/4/2014
Ibico Standard Transparent Covers,West,13.184,4.7792,0.2,Office Supplies,8/4/2014
"Tenex ""The Solids"" Textured Chair Mats",Central,83.952,-90.2484,0.6,Furniture,9/3/2016
"Carina 42""Hx23 3/4""W Media Storage Unit",South,80.98,1.61960000000001,0.0,Office Supplies,2/5/2016
White Computer Printout Paper by Universal,South,348.84,170.9316,0.0,Office Supplies,2/5/2016
Revere Boxed Rubber Bands by Revere,South,9.45,0.189,0.0,Office Supplies,2/5/2016
"Eldon 200 Class Desk Accessories, Black",South,18.84,7.1592,0.0,Furniture,2/5/2016
"Bush Andora Bookcase, Maple/Graphite Gray Finish",South,239.98,52.7956,0.0,Furniture,2/5/2016
Ames Color-File Green Diamond Border X-ray Mailers,South,167.96,78.9412,0.0,Office Supplies,2/5/2016
Plantronics Cordless Phone Headset with In-line Volume - M214C,South,104.85,28.3095,0.0,Technology,2/5/2016
Aastra 57i VoIP phone,South,484.83,126.0558,0.0,Technology,2/5/2016
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",South,122.97,60.2553,0.0,Office Supplies,2/5/2016
"Belkin 19"" Vented Equipment Shelf, Black",South,154.44,1.5444,0.0,Office Supplies,2/5/2016
Xerox 1943,South,342.37,160.9139,0.0,Office Supplies,2/5/2016
4009 Highlighters by Sanford,South,9.552,1.5522,0.2,Office Supplies,7/3/2017
"Bevis Oval Conference Table, Walnut",Central,652.45,-430.617,0.5,Furniture,10/9/2017
Hon 61000 Series Interactive Training Tables,Central,66.645,-42.6528,0.5,Furniture,10/9/2017
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",East,17.216,6.0256,0.2,Office Supplies,11/24/2016
Xerox 196,East,11.56,5.6644,0.0,Office Supplies,11/24/2016
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,88.4,11.492,0.0,Technology,11/24/2016
Xerox 217,East,6.48,3.1104,0.0,Office Supplies,11/24/2016
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",South,21.8,6.104,0.0,Technology,11/1/2016
Airmail Envelopes,South,251.79,118.3413,0.0,Office Supplies,11/1/2016
"Bush Andora Conference Table, Maple/Graphite Gray Finish",East,205.176,-58.1332,0.4,Furniture,4/19/2016
Xerox 189,East,419.4,146.79,0.2,Office Supplies,4/19/2016
Martin-Yale Premier Letter Opener,East,10.304,-2.1896,0.2,Office Supplies,4/6/2014
KI Adjustable-Height Table,East,154.764,-36.1116,0.4,Furniture,4/6/2014
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,East,116.784,21.897,0.2,Technology,4/6/2014
Panasonic KP-150 Electric Pencil Sharpener,East,75.48,19.6248,0.0,Office Supplies,9/2/2016
Telescoping Adjustable Floor Lamp,East,39.98,9.995,0.0,Furniture,9/2/2016
Bevis Boat-Shaped Conference Table,West,393.165,-204.4458,0.5,Furniture,9/25/2016
Alphabetical Labels for Top Tab Filing,Central,23.68,8.88,0.2,Office Supplies,11/4/2017
Hon GuestStacker Chair,East,408.006,72.5344,0.1,Furniture,7/9/2016
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",East,165.28,14.8752,0.0,Furniture,7/9/2016
GBC Recycled Regency Composition Covers,East,334.768,108.7996,0.2,Office Supplies,6/30/2014
Logitech G13 Programmable Gameboard with LCD Display,West,239.97,26.3967,0.0,Technology,1/28/2017
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",West,37.74,12.8316,0.0,Furniture,1/28/2017
ShoreTel ShorePhone IP 230 VoIP phone,Central,946.344,118.293,0.2,Technology,9/21/2015
Hypercom P1300 Pinpad,Central,151.2,32.13,0.2,Technology,9/21/2015
Longer-Life Soft White Bulbs,Central,4.928,-1.4784,0.6,Furniture,9/21/2015
Petty Cash Envelope,West,86.272,31.2736,0.2,Office Supplies,9/26/2015
GBC VeloBinder Electric Binding Machine,West,72.588,-48.392,0.7,Office Supplies,9/26/2015
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,West,60.672,14.4096,0.2,Office Supplies,9/26/2015
Lock-Up Easel 'Spel-Binder',West,77.031,-59.0571,0.7,Office Supplies,9/26/2015
2300 Heavy-Duty Transfer File Systems by Perma,West,119.904,-1.49880000000001,0.2,Office Supplies,9/26/2015
Samsung Rugby III,West,263.96,23.0965,0.2,Technology,9/26/2015
SAFCO Boltless Steel Shelving,West,363.648,-86.3664,0.2,Office Supplies,9/26/2015
Prestige Round Ring Binders,West,9.728,3.2832,0.2,Office Supplies,10/31/2015
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",West,14.75,7.08,0.0,Office Supplies,10/31/2015
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",West,29.8,9.3125,0.2,Office Supplies,10/31/2015
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",West,427.42,196.6132,0.0,Office Supplies,10/31/2015
Motorola L804,East,220.752,-40.4712,0.4,Technology,11/26/2017
Canvas Sectional Post Binders,South,152.76,74.8524,0.0,Office Supplies,12/19/2014
Acme Stainless Steel Office Snips,South,7.27,1.9629,0.0,Office Supplies,12/19/2014
High-Back Leather Manager's Chair,South,1819.86,163.7874,0.0,Furniture,12/19/2014
Strathmore Photo Mount Cards,West,33.9,15.594,0.0,Office Supplies,12/26/2016
Xerox 203,East,31.104,10.8864,0.2,Office Supplies,6/20/2017
Newell 35,East,5.248,0.590399999999999,0.2,Office Supplies,6/20/2017
Plantronics Audio 995 Wireless Stereo Headset,Central,263.88,42.8805,0.2,Technology,10/15/2015
HON 5400 Series Task Chairs for Big and Tall,Central,2453.43,-350.49,0.3,Furniture,10/15/2015
Storex Dura Pro Binders,East,29.7,13.365,0.0,Office Supplies,4/12/2017
Xerox 1948,East,39.96,17.982,0.0,Office Supplies,4/12/2017
Deluxe Heavy-Duty Vinyl Round Ring Binder,West,36.672,11.46,0.2,Office Supplies,12/19/2017
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",South,13.76,6.3296,0.0,Office Supplies,8/5/2017
"Trav-L-File Heavy-Duty Shuttle II, Black",West,139.424,17.428,0.2,Office Supplies,10/1/2015
Mitel MiVoice 5330e IP Phone,Central,1979.928,148.4946,0.2,Technology,5/23/2016
"Belkin 19"" Vented Equipment Shelf, Black",Central,164.736,-39.1248,0.2,Office Supplies,6/13/2017
Global Super Steno Chair,Central,470.302,-87.3418,0.3,Furniture,6/13/2017
OtterBox Defender Series Case - Samsung Galaxy S4,Central,47.984,5.99799999999999,0.2,Technology,6/13/2017
Wilson Jones Suede Grain Vinyl Binders,East,2.502,-1.7514,0.7,Office Supplies,4/23/2014
OtterBox Defender Series Case - iPhone 5c,West,88.752,11.094,0.2,Technology,5/1/2015
Wilson Jones DublLock D-Ring Binders,West,2.025,-1.35,0.7,Office Supplies,7/19/2015
Easy-staple paper,South,70.98,34.7802,0.0,Office Supplies,11/26/2016
Surelock Post Binders,South,91.68,45.84,0.0,Office Supplies,11/26/2016
Wilson Jones DublLock D-Ring Binders,South,33.75,16.875,0.0,Office Supplies,11/26/2016
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,South,3040.0,1459.2,0.0,Technology,11/26/2016
Ibico Plastic Spiral Binding Combs,South,91.2,41.952,0.0,Office Supplies,6/12/2017
"Iceberg OfficeWorks 42"" Round Tables",South,452.94,67.941,0.0,Furniture,6/12/2017
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,East,52.2,23.49,0.0,Office Supplies,8/17/2015
Avery 499,Central,15.936,5.1792,0.2,Office Supplies,9/25/2016
DAX Wood Document Frame,East,27.46,9.8856,0.0,Furniture,5/4/2014
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,West,55.424,19.3984,0.2,Office Supplies,12/1/2015
Chromcraft Round Conference Tables,East,244.006,-31.3722,0.3,Furniture,3/11/2016
Logitech G700s Rechargeable Gaming Mouse,Central,159.984,43.9956,0.2,Technology,8/26/2016
Hon Deluxe Fabric Upholstered Stacking Chairs,Central,1024.716,-29.2775999999999,0.3,Furniture,8/26/2016
Stockwell Gold Paper Clips,East,3.68,1.8032,0.0,Office Supplies,12/16/2016
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",West,121.376,-3.03440000000001,0.2,Furniture,8/8/2014
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,West,95.976,-10.7973,0.2,Technology,8/8/2014
Razer Kraken PRO Over Ear PC and Music Headset,South,255.968,31.996,0.2,Technology,5/16/2015
Global Executive Mid-Back Manager's Chair,Central,872.94,226.9644,0.0,Furniture,12/9/2017
Wilson Jones Century Plastic Molded Ring Binders,Central,41.54,19.5238,0.0,Office Supplies,12/9/2017
Xerox 1946,Central,12.96,6.2208,0.0,Office Supplies,12/9/2017
Newell 320,East,6.848,0.5992,0.2,Office Supplies,9/24/2015
Avery 482,West,8.67,4.0749,0.0,Office Supplies,7/11/2017
"Eldon Image Series Desk Accessories, Burgundy",Central,6.688,-4.0128,0.6,Furniture,12/1/2015
Newell 340,East,17.28,5.0112,0.0,Office Supplies,11/19/2016
GBC Plastic Binding Combs,East,17.712,6.4206,0.2,Office Supplies,11/19/2016
Avery 506,East,28.91,13.2986,0.0,Office Supplies,3/19/2017
Acme Forged Steel Scissors with Black Enamel Handles,South,52.136,5.8653,0.2,Office Supplies,11/13/2016
Square Credit Card Reader,West,31.968,2.3976,0.2,Technology,11/19/2017
Xerox 192,West,25.92,12.4416,0.0,Office Supplies,12/2/2016
HP Office Recycled Paper (20Lb. and 87 Bright),West,40.46,19.8254,0.0,Office Supplies,12/2/2016
X-Rack File for Hanging Folders,West,33.87,8.8062,0.0,Office Supplies,12/2/2016
Zebra Zazzle Fluorescent Highlighters,South,9.728,1.7024,0.2,Office Supplies,8/25/2017
Xerox 199,South,3.424,1.07,0.2,Office Supplies,8/25/2017
WD My Passport Ultra 500GB Portable External Hard Drive,West,177.0,30.09,0.0,Technology,10/14/2016
Staples,East,3.76,1.316,0.0,Office Supplies,11/27/2014
Cisco IP Phone 7961G-GE VoIP phone,West,1212.848,106.1242,0.2,Technology,11/3/2015
Logitech Trackman Marble Mouse,West,89.97,37.7874,0.0,Technology,11/3/2015
Coloredge Poster Frame,West,42.6,16.614,0.0,Furniture,11/3/2015
Avery 488,East,5.04,1.764,0.2,Office Supplies,11/29/2014
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",East,62.96,28.332,0.0,Office Supplies,4/30/2017
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",East,5.88,2.8812,0.0,Office Supplies,11/24/2017
Global Ergonomic Managers Chair,East,977.292,173.7408,0.1,Furniture,11/24/2017
Magna Visual Magnetic Picture Hangers,West,9.64,3.6632,0.0,Furniture,10/30/2017
Stanley Contemporary Battery Pencil Sharpeners,South,40.05,11.214,0.0,Office Supplies,12/17/2014
"Crayola Anti Dust Chalk, 12/Pack",Central,10.192,3.185,0.2,Office Supplies,9/4/2017
Acco Perma 3000 Stacking Storage Drawers,Central,16.784,-0.2098,0.2,Office Supplies,9/4/2017
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Central,13.12,3.772,0.2,Office Supplies,9/4/2017
"Avery Durable Plastic 1"" Binders",West,18.16,6.583,0.2,Office Supplies,10/17/2016
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Central,16.056,5.8203,0.2,Office Supplies,11/12/2017
Xerox 197,Central,223.056,69.705,0.2,Office Supplies,11/12/2017
Tennsco Double-Tier Lockers,Central,540.048,-47.2542,0.2,Office Supplies,11/12/2017
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",West,33.52,3.352,0.2,Technology,11/24/2016
"DAX Value U-Channel Document Frames, Easel Back",West,9.94,3.0814,0.0,Furniture,11/24/2016
Prang Dustless Chalk Sticks,West,6.72,3.36,0.0,Office Supplies,8/1/2015
Hon 2111 Invitation Series Corner Table,West,1004.976,-175.8708,0.2,Furniture,8/1/2015
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",East,17.88,5.5875,0.2,Office Supplies,12/24/2017
Lexmark X 9575 Professional All-in-One Color Printer,South,396.0,190.08,0.0,Technology,9/17/2016
Ibico Covers for Plastic or Wire Binding Elements,Central,34.5,15.525,0.0,Office Supplies,12/10/2017
"Eldon Image Series Desk Accessories, Burgundy",West,8.36,3.0096,0.0,Furniture,9/12/2017
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,West,385.6,111.824,0.0,Office Supplies,6/24/2017
4009 Highlighters by Sanford,West,35.82,11.8206,0.0,Office Supplies,6/24/2017
Safco Steel Mobile File Cart,Central,200.064,12.504,0.2,Office Supplies,8/18/2017
Acco D-Ring Binder w/DublLock,Central,21.38,-33.139,0.8,Office Supplies,8/18/2017
Ibico Plastic and Wire Spiral Binding Combs,Central,6.744,-11.4648,0.8,Office Supplies,8/18/2017
"Leather Task Chair, Black",East,63.686,-9.098,0.3,Furniture,12/11/2017
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,West,1669.6,116.872,0.0,Furniture,12/10/2017
Ibico Laser Imprintable Binding System Covers,West,83.84,27.248,0.2,Office Supplies,2/3/2014
Avery Durable Poly Binders,West,13.272,4.3134,0.2,Office Supplies,2/3/2014
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",West,21.336,7.7343,0.2,Office Supplies,2/11/2017
Newell 325,Central,16.52,2.065,0.2,Office Supplies,4/16/2017
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",West,206.112,48.9516,0.2,Furniture,12/6/2015
Xerox 1970,West,19.92,6.723,0.2,Office Supplies,12/6/2015
Xerox 1960,West,198.272,61.96,0.2,Office Supplies,12/6/2015
"Belkin 19"" Vented Equipment Shelf, Black",West,247.104,-58.6872,0.2,Office Supplies,12/6/2015
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,86.304,9.70919999999999,0.2,Office Supplies,12/6/2015
12 Colored Short Pencils,East,4.16,0.364,0.2,Office Supplies,7/22/2016
"Master Caster Door Stop, Large Neon Orange",East,11.648,3.3488,0.2,Furniture,7/22/2016
Rubber Band Ball,East,26.18,0.523600000000001,0.0,Office Supplies,11/7/2015
Loose Memo Sheets,East,7.3,3.431,0.0,Office Supplies,11/7/2015
Xerox 1988,South,74.352,23.235,0.2,Office Supplies,3/26/2015
"Neat Ideas Personal Hanging Folder Files, Black",West,10.744,0.8058,0.2,Office Supplies,8/31/2017
